"accepted_taxa","original_taxa_Ladouceur2019","Clonal.index_Ladouceur2019","Clonal.presence_Ladouceur2019","Flowering.duration_month_Ladouceur2019","Flowering.onset_month_Ladouceur2019","Plant.height_cm_Ladouceur2019","Radial.growth_mm.year-1_Ladouceur2019","Seed.dormancy_Ladouceur2019","Seed.mass_mg_Ladouceur2019","Seeding.onset_month_Ladouceur2019","Seeding.season_Ladouceur2019","SLA_cm2.g-1_Ladouceur2019"
"Picris angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picris hieracioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picris hieracioides hieracioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilosella","Pilosella officinarum","5","1",6,"5",56.5,NA,"",0.1475,"11","Autumn",212.3899083
"Pilosella aurantiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilosella officinarum","Pilosella officinarum","5","1",6,"5",56.5,NA,"",0.1475,"11","Autumn",212.3899083
"Pilosella officinarum","Pilosella officinarum","5","1",6,"5",56.5,NA,"",0.1475,"11","Autumn",212.3899083
"Pilosella piloselloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pimpinella","Pimpinella major_Pimpinella saxifraga","","0",4,"6_7",75.3,0.15,"Pd",1.594914074,"10_11","Autumn",97.14
"Pimpinella major","Pimpinella major","","0",4,"6",85.6,0.15,"Pd",2.157339259,"10","Autumn",17.53
"Pimpinella saxifraga","Pimpinella saxifraga","","0",4,"7",65,NA,"",1.032488889,"11","Autumn",176.75
"Pimpinella saxifraga saxifraga","Pimpinella saxifraga","","0",4,"7",65,NA,"",1.032488889,"11","Autumn",176.75
"Pinus halepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piptatherum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piptatherum miliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia lentiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia terebinthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisum sativum sativum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago","Plantago lanceolata_Plantago major_Plantago media_Plantago monosperma","2","0_1",5.66666666666667,"4_5",32.1410526333333,NA,"Pd",0.717031690666667,"11_9","Autumn_Late summer",188.089067166667
"Plantago afra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago albicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago argentea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago barbata barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago bellardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago coronopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago gentianoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago lagopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata","","0",7,"4",41.05649123,NA,"Pd",1.563120325,"11","Autumn",158.1171032
"Plantago major","Plantago major","2","1",6,"5",17.7,NA,"Pd",0.249611111,"11","Autumn",231.7500983
"Plantago major intermedia","Plantago major","2","1",6,"5",17.7,NA,"Pd",0.249611111,"11","Autumn",231.7500983
"Plantago major major","Plantago major","2","1",6,"5",17.7,NA,"Pd",0.249611111,"11","Autumn",231.7500983
"Plantago media","Plantago media","","0",4,"5",37.66666667,NA,"Pd",0.338363636,"9","Late summer",174.4
"Plantago monanthos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago monosperma","Plantago monosperma","","",NA,"",NA,NA,"",NA,"","",NA
"Plantago weldenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Platycapnos spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Platycapnos spicatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa","Poa alpina_Poa angustifolia_Poa chaixii_Poa compressa_Poa pratensis_Poa trivialis","4_5","1",3.5,"5_6",53.5255520833333,NA,"Nd_Pd",0.6714577614,"10_8_9","Autumn_Late summer",173.164156516667
"Poa angustifolia","Poa angustifolia","4","1",3,"5",60.25,NA,"",1.7595,"8","Late summer",289
"Poa annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa bulbosa","Poa alpina","4","1",5,"5",19.5825,NA,"Pd",0.955,"10","Autumn",254.1075114
"Poa chaixii","Poa chaixii","4","1",3,"6",82.5,NA,"",NA,"9","Late summer",155.1
"Poa compressa","Poa compressa","4","1",3,"6",41.06666667,NA,"",0.196933333,"9","Late summer",71.5
"Poa infirma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa nemoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa pratensis","Poa pratensis","5","1",4,"5",43.55258333,NA,"Pd",0.266865278,"9","Late summer",168.9292315
"Poa pratensis pratensis","Poa pratensis","5","1",4,"5",43.55258333,NA,"Pd",0.266865278,"9","Late summer",168.9292315
"Poa trivialis","Poa trivialis","4","1",3,"5",74.2015625,NA,"Nd",0.178990196,"8","Late summer",100.3481962
"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpon tetraphyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycnemum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycnemum arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycnemum majus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala calcarea","Polygala calcarea","","0",3,"4",13.125,NA,"",NA,"7","Summer",NA
"Polygala comosa","Polygala comosa","","0",3,"5",25,0.8,"",1.3,"8","Late summer",20.29
"Polygala monspeliaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala vulgaris","Polygala vulgaris","","0",4,"4",13.5,NA,"",1.7932,"8","Late summer",227.2607489
"Polygonatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonatum multiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum aviculare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum aviculare depressum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum bellardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum rurivagum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypogon monspeliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypogon viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus deltoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus tremula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus x canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus x canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porophyllum ruderale macrocephalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portulaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portulaca oleracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potamogeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potamogeton berchtoldii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potamogeton lucens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla","Potentilla crantzii_Potentilla erecta_Potentilla reptans_Potentilla tabernaemontani","2","0_1",4.5,"4_5_6",12.8625,NA,"Nd",0.4392829365,"10_8","Autumn_Late summer",214.010833325
"Potentilla anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla argentea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla crantzii","Potentilla crantzii","","0",5,"5",5,NA,"Nd",0.581267857,"10","Autumn",163.01
"Potentilla erecta","Potentilla erecta","2","1",5,"5",20.2,NA,"",0.362922222,"10","Autumn",226.7833333
"Potentilla indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla neumanniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla norvegica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla recta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla reptans","Potentilla reptans","2","1",4,"6",13.75,NA,"",0.286766667,"10","Autumn",335.3
"Potentilla sterilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla supina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla verna","Potentilla tabernaemontani","","",4,"4",12.5,NA,"",0.526175,"8","Late summer",130.95
"Primula","Primula elatior_Primula veris","3","1",3.5,"3_4",16.1875,NA,"Nd_Pd",0.773826936,"7_8","Late summer_Summer",299.75
"Primula elatior","Primula elatior","3","1",4,"3",15.5,NA,"Nd",0.695090909,"8","Late summer",345.3
"Primula latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primula veris","Primula veris","3","1",3,"4",16.875,NA,"Pd",0.852562963,"7","Summer",254.2
"Primula vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunella","Prunella grandiflora_Prunella laciniata_Prunella vulgaris","3_4_5","1",3.66666666666667,"6",14.5625,4.85,"Nd_Pd",0.92299,"11_9","Autumn_Late summer",240.7858722
"Prunella grandiflora","Prunella grandiflora","4","1",3,"6",11,9.3,"Nd",0.8225,"9","Late summer",218.6375
"Prunella laciniata","Prunella laciniata","3","1",3,"6",16.5,0.4,"",1.02,"9","Late summer",NA
"Prunella vulgaris","Prunella vulgaris","5","1",5,"6",16.1875,NA,"Pd",0.92647,"11","Autumn",262.9342444
"Prunus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus avium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus cerasifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus cerasus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus domestica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus dulcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus laurocerasus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus mahaleb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus padus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psammophiliella muralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psoralea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterolepis glomerata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria arabica hispanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria dysenterica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria odora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulmonaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulmonaria officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrus communis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus cerris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus coccifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus ilex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus petraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus robur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus robur robur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus suber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rabelera holostea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus","Ranunculus acris_Ranunculus bulbosus_Ranunculus repens","3_6","1",4.66666666666667,"4_5",29.3323313733333,NA,"Mpd_Nd",2.25037465366667,"10_8","Autumn_Late summer",213.568150533333
"Ranunculus acris","Ranunculus acris","3","1",6,"4",43.38529412,NA,"",1.573503448,"10","Autumn",192.2087373
"Ranunculus acris acris","Ranunculus acris","3","1",6,"4",43.38529412,NA,"",1.573503448,"10","Autumn",192.2087373
"Ranunculus acris friesianus","Ranunculus acris","3","1",6,"4",43.38529412,NA,"",1.573503448,"10","Autumn",192.2087373
"Ranunculus arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus auricomus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus breyninus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus bulbosus","Ranunculus bulbosus","3","1",3,"5",17.5,NA,"Nd",2.936282051,"8","Late summer",201.2857143
"Ranunculus falcatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus ficaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus flammula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus gramineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus lanuginosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus macrophyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus minimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus muricatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus paludosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus parviflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus repens","Ranunculus repens","6","1",5,"5",27.1117,NA,"Mpd",2.241338462,"10","Autumn",247.21
"Ranunculus reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sardous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sceleratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus tuberosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum raphanistrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus sativus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum perenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum rugosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichardia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichardia picroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda lutea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda phyteuma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda undata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Retama sphaerocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynoutria japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhagadiolus edulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhagadiolus stellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus alaternus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus cathartica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheum rhabarbarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheum x hybridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus","Rhinanthus alectorolophus_Rhinanthus minor","","0",5,"5",49.2,0.4,"Pd",2.974977381,"10","Autumn",205.36159905
"Rhinanthus alectorolophus","Rhinanthus alectorolophus","","0",5,"5",80,NA,"Pd",3.516666667,"10","Autumn",210.3
"Rhinanthus minor","Rhinanthus minor","","0",5,"5",18.4,0.4,"Pd",2.433288095,"10","Autumn",200.4231981
"Rhinanthus pumilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhizogemma staphylina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ribes uva-crispa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia sorocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia warnstorfii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridolfia segetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinia pseudoacacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria apula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria argemone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hybrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa amphibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa austriaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa islandica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa x armoracioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa agrestis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa canina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa sempervirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rostraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rostraria cristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubia peregrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubia peregrina peregrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubia tinctorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus","Rubus caesius","","0",5,"5",44,NA,"",3.5117,"10","Autumn",172.7436574
"Rubus arcticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus armeniacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus caesius","Rubus caesius","","0",5,"5",44,NA,"",3.5117,"10","Autumn",172.7436574
"Rubus fruticosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus idenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus polonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus spectabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus ulmifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus vestitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex","Rumex acetosa_Rumex crispus_Rumex obtusifolius","3","0_1",3.33333333333333,"5_6",78.0583333333333,1.65,"Nd_Pd",1.43782606833333,"9","Late summer",225.497794933333
"Rumex acetosa","Rumex acetosa","3","1",4,"5",48.05,1,"Pd",0.764016667,"9","Late summer",180.6933848
"Rumex acetosella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex aquitanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex bucephalophorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex confertus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex conglomeratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex crispus","Rumex crispus","","0",3,"6",105,3.5,"Pd",1.811961538,"9","Late summer",43.3
"Rumex crispus crispus","Rumex crispus","","0",3,"6",105,3.5,"Pd",1.811961538,"9","Late summer",43.3
"Rumex cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex longifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex obtusifolius","Rumex obtusifolius","","0",3,"6",81.125,0.45,"Nd",1.7375,"9","Late summer",452.5
"Rumex palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex patientia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex pulcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex pulcher woodsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex roseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex sanguineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex scutatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex stenophyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex thyrsiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex thyrsoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex x pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruscus aculeatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruta chalepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruta graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia hybrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia hybrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia laxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagina apetala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagina procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix atrocinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix aurita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
