"accepted_taxa","original_taxa_Ecoflora","Plant.height_m_Ecoflora","Flowering_Ecoflora","Root.depth_m_Ecoflora","Root.type_Ecoflora","Seed.mass_mg_Ecoflora","original_taxa_Biolflor","Flower.color_Biolflor","Flower.pollinator_Biolflor","Flower.sex_Biolflor","Flower.sex.timing_Biolflor","Flower.UV.reflectance_Biolflor","Plant.lifespan_Biolflor","Seed.mass_mg_Biolflor","Seed.length_mm_Biolflor","Strategy_Grime_Biolflor"
"Origanum","Origanum vulgare",0.466666666666667,"",0.3,"",0.1,"Origanum vulgare","","","","",11.5,NA,NA,NA,""
"Origanum majorana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Origanum vulgare","Origanum vulgare",0.466666666666667,"",0.3,"",0.1,"Origanum vulgare","","","","",11.5,NA,NA,NA,""
"Origanum vulgare subsp. vulgare","Origanum vulgare",0.466666666666667,"",0.3,"",0.1,"Origanum vulgare","","","","",11.5,NA,NA,NA,""
"Orlaya",NA,NA,NA,NA,NA,NA,"Orlaya grandiflora_Orlaya platycarpos","","","","",3.5,NA,NA,NA,""
"Orlaya grandiflora",NA,NA,NA,NA,NA,NA,"Orlaya grandiflora","","","","",NA,NA,NA,NA,""
"Orlaya platycarpos",NA,NA,NA,NA,NA,NA,"Orlaya platycarpos","","","","",3.5,NA,NA,NA,""
"Ornithogalum","Ornithogalum umbellatum",0.2,"",NA,"",NA,"Ornithogalum boucheanum_Ornithogalum umbellatum","","","","",76,NA,NA,NA,""
"Ornithogalum divergens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithogalum kochii subsp. monticola",NA,NA,NA,NA,NA,NA,"Ornithogalum boucheanum","","","","",NA,NA,NA,NA,""
"Ornithogalum umbellatum","Ornithogalum umbellatum",0.2,"",NA,"",NA,"Ornithogalum umbellatum","","","","",76,NA,NA,NA,""
"Ornithopus","Ornithopus perpusillus",0.235,"",NA,"",1,"Ornithopus perpusillus_Ornithopus sativus","","","","",NA,NA,NA,1.90166666666667,""
"Ornithopus compressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ornithopus perpusillus","Ornithopus perpusillus",0.235,"",NA,"",1,"Ornithopus perpusillus","","","","",NA,NA,NA,1.54333333333333,""
"Ornithopus sativus",NA,NA,NA,NA,NA,NA,"Ornithopus sativus","","","","",NA,NA,NA,2.26,""
"Orobanche","Orobanche alba_Orobanche caryophyllacea_Orobanche elatior_Orobanche minor_Orobanche picridis",0.267333333333333,"",NA,"",0.0045,"Orobanche alba_Orobanche amethystea_Orobanche caryophyllacea_Orobanche minor_Orobanche picridis","","","","",11.5,NA,0.00477777777777778,0.404444444444444,""
"Orobanche amethystea","Orobanche elatior",0.425,"",NA,"",0.005,"Orobanche amethystea","","","","",NA,NA,NA,NA,""
"Orobanche caryophyllacea","Orobanche caryophyllacea",0.275,"",NA,"",NA,"Orobanche caryophyllacea","","","","",NA,NA,NA,0.496666666666667,""
"Orobanche cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche crenata","Orobanche alba",0.136666666666667,"",NA,"",NA,"Orobanche alba","","","","",11.5,NA,0.00433333333333333,0.41,""
"Orobanche minor","Orobanche minor",0.2,"",NA,"",0.004,"Orobanche minor","","","","",NA,NA,0.007,0.306666666666667,""
"Orobanche picridis-hieracioidis","Orobanche picridis",0.3,"",NA,"",NA,"Orobanche picridis","","","","",NA,NA,0.003,NA,""
"Oryza sativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osyris alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis","Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis pes-caprae",0.130208333333333,"",NA,"",0.61,"Oxalis acetosella_Oxalis corniculata_Oxalis dillenii_Oxalis stricta","","","","",23.25,NA,0.36675,1.60083333333333,""
"Oxalis acetosella","Oxalis acetosella",0.1,"",NA,"",1,"Oxalis acetosella","","","","",11.5,NA,0.871,2.52,""
"Oxalis corniculata","Oxalis corniculata",0.0833333333333333,"",NA,"",0.22,"Oxalis corniculata","","","","",NA,NA,0.197,1.41666666666667,""
"Oxalis corniculata subsp. corniculata","Oxalis corniculata",0.0833333333333333,"",NA,"",0.22,"Oxalis corniculata","","","","",NA,NA,0.197,1.41666666666667,""
"Oxalis dillenii","Oxalis dillenii",0.1375,"",NA,"",NA,"Oxalis dillenii","","","","",18.5,NA,0.224,1.31666666666667,""
"Oxalis pes-caprae","Oxalis pes-caprae",0.2,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis stricta",NA,NA,NA,NA,NA,NA,"Oxalis stricta","","","","",39.75,NA,0.175,1.15,""
"Oxybasis glauca","Oxybasis glauca",0.275,"",NA,"",NA,"Oxybasis glauca","","","","",NA,NA,0.162666666666667,0.756666666666667,""
"Oxybasis rubra","Oxybasis rubra",0.31,"",NA,"",0.09,"Oxybasis rubra","","","","",NA,NA,0.07,0.67,""
"Oxybasis urbica","Oxybasis urbica",0.575,"",NA,"",NA,"Oxybasis urbica","","","","",NA,NA,0.277,0.82,""
"Pallenis spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pancratium maritimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum",NA,NA,NA,NA,NA,NA,"Panicum capillare_Panicum dichotomiflorum_Panicum miliaceum","","","","",NA,NA,NA,NA,""
"Panicum capillare",NA,NA,NA,NA,NA,NA,"Panicum capillare","","","","",NA,NA,NA,NA,""
"Panicum dichotomiflorum",NA,NA,NA,NA,NA,NA,"Panicum dichotomiflorum","","","","",NA,NA,NA,NA,""
"Panicum hillmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum",NA,NA,NA,NA,NA,NA,"Panicum miliaceum","","","","",NA,NA,NA,NA,""
"Panicum miliaceum subsp. miliaceum",NA,NA,NA,NA,NA,NA,"Panicum miliaceum","","","","",NA,NA,NA,NA,""
"Panicum miliaceum subsp. ruderale",NA,NA,NA,NA,NA,NA,"Panicum miliaceum","","","","",NA,NA,NA,NA,""
"Panicum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver","Papaver cambricum_Papaver dubium_Papaver rhoeas_Papaver somniferum",0.420357142857143,"",NA,"",0.168333333333333,"Papaver alpinum_Papaver dubium_Papaver rhoeas_Papaver somniferum","","","","",34.5833333333333,NA,0.225666666666667,0.883333333333333,""
"Papaver cambricum","Papaver cambricum",0.45,"",NA,"",0.24,"Papaver alpinum","","","","",NA,NA,NA,NA,""
"Papaver dubium","Papaver dubium",0.271428571428571,"",NA,"",0.125,"Papaver dubium","","","","",48.75,NA,0.121333333333333,0.683333333333333,""
"Papaver rhoeas","Papaver rhoeas",0.36,"",NA,"",0.14,"Papaver rhoeas","","","","",33.5,NA,0.112666666666667,0.75,""
"Papaver somniferum","Papaver somniferum",0.6,"",NA,"",NA,"Papaver somniferum","","","","",21.5,NA,0.443,1.21666666666667,""
"Papaver x hungaricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parietaria judaica","Parietaria judaica",0.4,"",NA,"",NA,"Parietaria judaica","","","","",NA,NA,NA,NA,""
"Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus inserta",NA,NA,NA,NA,NA,NA,"Parthenocissus vitacea","","","","",NA,NA,NA,NA,""
"Paspalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum dilatatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum distichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastinaca","Pastinaca sativa",1.05,"",0.05,"",3.6,"Pastinaca sativa","","","","",11.5,NA,NA,NA,""
"Pastinaca sativa","Pastinaca sativa",1.05,"",0.05,"",3.6,"Pastinaca sativa","","","","",11.5,NA,NA,NA,""
"Pastinaca sativa subsp. urens","Pastinaca sativa",1.05,"",0.05,"",3.6,"Pastinaca sativa","","","","",11.5,NA,NA,NA,""
"Persicaria","Persicaria amphibia_Persicaria hydropiper_Persicaria lapathifolia_Persicaria laxiflora_Persicaria maculosa_Persicaria minor",0.505333333333333,"",NA,"",3.78166666666667,"Persicaria amphibia_Persicaria dubia_Persicaria hydropiper_Persicaria lapathifolia_Persicaria maculosa_Persicaria minor","","","","",8.83333333333333,NA,NA,NA,""
"Persicaria acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria amphibia","Persicaria amphibia",0.44,"",NA,"",4.14,"Persicaria amphibia","","","","",3.5,NA,NA,NA,""
"Persicaria dubia","Persicaria laxiflora",0.5,"",NA,"",NA,"Persicaria dubia","","","","",NA,NA,NA,NA,""
"Persicaria hydropiper","Persicaria hydropiper",0.42,"",NA,"",2.1,"Persicaria hydropiper","","","","",11.5,NA,NA,NA,""
"Persicaria lapathifolia","Persicaria lapathifolia",1,"",NA,"",6.39,"Persicaria lapathifolia","","","","",NA,NA,NA,NA,""
"Persicaria maculosa","Persicaria maculosa",0.372,"",NA,"",2.49666666666667,"Persicaria maculosa","","","","",NA,NA,NA,NA,""
"Persicaria minor","Persicaria minor",0.3,"",NA,"",NA,"Persicaria minor","","","","",11.5,NA,NA,NA,""
"Petasites hybridus","Petasites hybridus",0.45,"",NA,"",0.26,"Petasites hybridus","","","","",11.5,NA,NA,NA,""
"Petrorhagia prolifera","Petrorhagia prolifera",0.5,"",NA,"",NA,"Petrorhagia prolifera","","","","",7.5,NA,NA,1.54333333333333,""
"Petrorhagia saxifraga",NA,NA,NA,NA,NA,NA,"Petrorhagia saxifraga","","","","",7.5,NA,0.16,1.22666666666667,""
"Petrosedum sediforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petroselinum crispum",NA,NA,NA,NA,NA,NA,"Petroselinum crispum","","","","",NA,NA,NA,NA,""
"Phacelia tanacetifolia",NA,NA,NA,NA,NA,NA,"Phacelia tanacetifolia","","","","",76,NA,1.199,2.74666666666667,""
"Phalaris","Phalaris arundinacea_Phalaris paradoxa",0.925,"",NA,"",0.67,"Phalaris arundinacea_Phalaris canariensis","","","","",NA,NA,NA,NA,""
"Phalaris aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris arundinacea","Phalaris arundinacea",1.3,"",NA,"",0.67,"Phalaris arundinacea","","","","",NA,NA,NA,NA,""
"Phalaris brachystachys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris canariensis",NA,NA,NA,NA,NA,NA,"Phalaris canariensis","","","","",NA,NA,NA,NA,""
"Phalaris coerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris paradoxa","Phalaris paradoxa",0.55,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phedimus spurius","Phedimus spurius",0.15,"",NA,"",NA,"Phedimus spurius","","","","",11.5,NA,NA,0.9,""
"Phelipanche nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phelipanche purpurea","Orobanche purpurea",0.3,"",NA,"",NA,"Orobanche purpurea","","","","",NA,NA,NA,NA,""
"Phelipanche ramosa",NA,NA,NA,NA,NA,NA,"Orobanche ramosa","","","","",NA,NA,NA,0.15,""
"Phillyrea media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum","Phleum bertolonii_Phleum phleoides_Phleum pratense",0.833333333333333,"",0.75,"",0.45,"Phleum bertolonii_Phleum hirsutum_Phleum paniculatum_Phleum phleoides_Phleum pratense","","","","",NA,NA,NA,NA,""
"Phleum exaratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum hirsutum",NA,NA,NA,NA,NA,NA,"Phleum hirsutum","","","","",NA,NA,NA,NA,""
"Phleum nodosum","Phleum bertolonii",0.75,"",NA,"",NA,"Phleum bertolonii","","","","",NA,NA,NA,NA,""
"Phleum paniculatum",NA,NA,NA,NA,NA,NA,"Phleum paniculatum","","","","",NA,NA,NA,NA,""
"Phleum phleoides","Phleum phleoides",0.25,"",NA,"",NA,"Phleum phleoides","","","","",NA,NA,NA,NA,""
"Phleum pratense","Phleum pratense",1.5,"",0.75,"",0.45,"Phleum pratense","","","","",NA,NA,NA,NA,""
"Phleum subulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites","Phragmites australis",1.542,"",NA,"",0.12,"Phragmites australis","","","","",NA,NA,NA,NA,""
"Phragmites australis","Phragmites australis",1.542,"",NA,"",0.12,"Phragmites australis","","","","",NA,NA,NA,NA,""
"Physalis peruviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physocarpus opulifolius",NA,NA,NA,NA,NA,NA,"Physocarpus opulifolius","","","","",NA,NA,0.982,1.80333333333333,""
"Phytolacca americana",NA,NA,NA,NA,NA,NA,"Phytolacca americana","","","","",NA,NA,NA,2.95,""
"Picnomon acarna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picris","Picris hieracioides",0.525,"",NA,"",0.8,"Picris hieracioides","","","","",28.25,NA,NA,NA,""
"Picris hieracioides","Picris hieracioides",0.525,"",NA,"",0.8,"Picris hieracioides","","","","",28.25,NA,NA,NA,""
"Pilosella","Pilosella officinarum",0.225,"",0.05,"",0.17,"Hieracium cymosum_Pilosella aurantiaca_Pilosella officinarum","","","","",5.5,NA,NA,NA,""
"Pilosella aurantiaca",NA,NA,NA,NA,NA,NA,"Pilosella aurantiaca","","","","",7.5,NA,NA,NA,""
"Pilosella cymosa",NA,NA,NA,NA,NA,NA,"Hieracium cymosum","","","","",NA,NA,NA,NA,""
"Pilosella officinarum","Pilosella officinarum",0.225,"",0.05,"",0.17,"Pilosella officinarum","","","","",3.5,NA,NA,NA,""
"Pimpinella","Pimpinella major_Pimpinella saxifraga",0.75,"",NA,"",2.05,"Pimpinella major_Pimpinella saxifraga","","","","",3.5,NA,NA,NA,""
"Pimpinella major","Pimpinella major",0.85,"",NA,"",2.9,"Pimpinella major","","","","",3.5,NA,NA,NA,""
"Pimpinella saxifraga","Pimpinella saxifraga",0.65,"",NA,"",1.2,"Pimpinella saxifraga","","","","",3.5,NA,NA,NA,""
"Pimpinella saxifraga subsp. saxifraga","Pimpinella saxifraga",0.65,"",NA,"",1.2,"Pimpinella saxifraga","","","","",3.5,NA,NA,NA,""
"Pinus halepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus nigra",NA,NA,NA,NA,NA,NA,"Pinus nigra","","","","",NA,NA,23.9,10,""
"Pinus sylvestris","Pinus sylvestris",40,"",0.3,"",6.145,"Pinus sylvestris","","","","",NA,NA,8.5,13.0744444444444,""
"Piptatherum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia lentiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia terebinthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisum",NA,NA,NA,NA,NA,NA,"Pisum sativum","","","","",NA,NA,201.815333333333,6.62666666666667,""
"Pisum sativum",NA,NA,NA,NA,NA,NA,"Pisum sativum","","","","",NA,NA,201.815333333333,6.62666666666667,""
"Pisum sativum subsp. sativum",NA,NA,NA,NA,NA,NA,"Pisum sativum","","","","",NA,NA,201.815333333333,6.62666666666667,""
"Plantago","Plantago coronopus_Plantago lanceolata_Plantago major_Plantago media",0.335208333333333,"",0.4,"",0.69,"Plantago arenaria_Plantago coronopus_Plantago lanceolata_Plantago major_Plantago media_Plantago uliginosa","","","","",11.5,NA,0.877583333333333,1.79833333333333,""
"Plantago afra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago albicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago arenaria",NA,NA,NA,NA,NA,NA,"Plantago arenaria","","","","",NA,NA,1.03,2.34333333333333,""
"Plantago barbata monanthos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago bellardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago coronopus","Plantago coronopus",0.124166666666667,"",NA,"",0.16,"Plantago coronopus","","","","",NA,NA,NA,1.06666666666667,""
"Plantago lagopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata",0.316666666666667,"",0.4,"",1.6,"Plantago lanceolata","","","","",NA,NA,1.90633333333333,2.73666666666667,""
"Plantago major","Plantago major",0.6,"",0.75,"",0.21,"Plantago major","","","","",NA,NA,0.254666666666667,1.43333333333333,""
"Plantago major subsp. intermedia","Plantago major",0.6,"",0.75,"",0.21,"Plantago uliginosa","","","","",NA,NA,NA,1.15,""
"Plantago major subsp. major","Plantago major",0.6,"",0.75,"",0.21,"Plantago major_Plantago uliginosa","","","","",NA,NA,0.254666666666667,1.29166666666667,""
"Plantago media","Plantago media",0.3,"",0.05,"",0.79,"Plantago media","","","","",11.5,NA,0.319333333333333,2.06,""
"Plantago weldenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Platycapnos spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa","Poa annua_Poa bulbosa_Poa chaixii_Poa compressa_Poa infirma_Poa nemoralis_Poa palustris_Poa pratensis_Poa trivialis",0.418611111111111,"",0.3,"",0.21,"Poa annua_Poa bulbosa_Poa chaixii_Poa compressa_Poa nemoralis_Poa palustris_Poa pratensis_Poa trivialis","","","","",NA,NA,NA,NA,""
"Poa annua","Poa annua",0.105,"",0.3,"",0.31,"Poa annua","","","","",NA,NA,NA,NA,""
"Poa bulbosa","Poa bulbosa",0.2,"",NA,"",NA,"Poa bulbosa","","","","",NA,NA,NA,NA,""
"Poa bulbosa var. vivipara","Poa bulbosa",0.2,"",NA,"",NA,"Poa bulbosa","","","","",NA,NA,NA,NA,""
"Poa chaixii","Poa chaixii",0.85,"",NA,"",NA,"Poa chaixii","","","","",NA,NA,NA,NA,""
"Poa compressa","Poa compressa",0.3,"",NA,"",0.2,"Poa compressa","","","","",NA,NA,NA,NA,""
"Poa infirma","Poa infirma",0.1125,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa nemoralis","Poa nemoralis",0.9,"",NA,"",0.2,"Poa nemoralis","","","","",NA,NA,NA,NA,""
"Poa palustris","Poa palustris",0.45,"",NA,"",NA,"Poa palustris","","","","",NA,NA,NA,NA,""
"Poa pratensis","Poa pratensis",0.283333333333333,"",NA,"",0.25,"Poa pratensis","","","","",NA,NA,NA,NA,""
"Poa pratensis subsp. angustifolia","Poa pratensis",0.283333333333333,"",NA,"",0.25,"Poa pratensis","","","","",NA,NA,NA,NA,""
"Poa pratensis subsp. pratensis","Poa pratensis",0.283333333333333,"",NA,"",0.25,"Poa pratensis","","","","",NA,NA,NA,NA,""
"Poa trivialis","Poa trivialis",0.566666666666667,"",NA,"",0.09,"Poa trivialis","","","","",NA,NA,NA,NA,""
"Poa trivialis subsp. trivialis","Poa trivialis",0.566666666666667,"",NA,"",0.09,"Poa trivialis","","","","",NA,NA,NA,NA,""
"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Podospermum",NA,NA,NA,NA,NA,NA,"Podospermum laciniatum","","","","",NA,NA,NA,NA,""
"Podospermum laciniatum",NA,NA,NA,NA,NA,NA,"Podospermum laciniatum","","","","",NA,NA,NA,NA,""
"Polycarpon tetraphyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycnemum arvense",NA,NA,NA,NA,NA,NA,"Polycnemum arvense","","","","",NA,NA,NA,1.25,""
"Polycnemum majus",NA,NA,NA,NA,NA,NA,"Polycnemum majus","","","","",NA,NA,NA,1.75,""
"Polygala calcarea","Polygala calcarea",0.1,"",NA,"",NA,"Polygala calcarea","","","","",11.5,NA,NA,NA,""
"Polygala comosa",NA,NA,NA,NA,NA,NA,"Polygala comosa","","","","",11.5,NA,NA,2.65,""
"Polygala monspeliaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala vulgaris","Polygala vulgaris",0.0433333333333333,"",0.175,"",1.72,"Polygala vulgaris","","","","",11.5,NA,1.72,2.72333333333333,""
"Polygonatum","Polygonatum multiflorum",0.55,"",NA,"",34.6,"Polygonatum multiflorum","","","","",16.5,NA,21.4376666666667,3.51666666666667,""
"Polygonatum multiflorum","Polygonatum multiflorum",0.55,"",NA,"",34.6,"Polygonatum multiflorum","","","","",16.5,NA,21.4376666666667,3.51666666666667,""
"Polygonum","Polygonum arenastrum_Polygonum aviculare_Polygonum maritimum",0.577777777777778,"",NA,"",1.69,"Polygonum arenastrum_Polygonum aviculare","","","","",11.5,NA,NA,NA,""
"Polygonum aviculare","Polygonum aviculare",1.1,"",NA,"",1.69,"Polygonum aviculare","","","","",11.5,NA,NA,NA,""
"Polygonum aviculare subsp. aviculare","Polygonum arenastrum_Polygonum aviculare_Polygonum maritimum",0.577777777777778,"",NA,"",1.69,"Polygonum arenastrum_Polygonum aviculare","","","","",11.5,NA,NA,NA,""
"Polygonum aviculare subsp. depressum","Polygonum arenastrum_Polygonum maritimum",0.316666666666667,"",NA,"",NA,"Polygonum arenastrum","","","","",NA,NA,NA,NA,""
"Polygonum bellardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygonum rurivagum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypogon monspeliensis","Polypogon monspeliensis",0.425,"",NA,"",NA,"Polypogon monspeliensis","","","","",NA,NA,NA,NA,""
"Populus","Populus alba_Populus nigra_Populus tremula",30.0555555555556,"",NA,"",NA,"Populus alba_Populus balsamifera_Populus canescens_x_Populus nigra_Populus tremula","","","","",NA,NA,NA,1.77222222222222,""
"Populus alba","Populus alba",32.6666666666667,"",NA,"",NA,"Populus alba","","","","",NA,NA,NA,1.9,""
"Populus deltoides",NA,NA,NA,NA,NA,NA,"Populus balsamifera","","","","",NA,NA,NA,NA,""
"Populus nigra","Populus nigra",32.5,"",NA,"",NA,"Populus nigra","","","","",NA,NA,NA,2.25,""
"Populus tremula","Populus tremula",25,"",NA,"",NA,"Populus tremula","","","","",NA,NA,NA,1.16666666666667,""
"Populus x canescens",NA,NA,NA,NA,NA,NA,"Populus canescens_x","","","","",NA,NA,NA,NA,""
"Portulaca","Portulaca oleracea",0.2,"",NA,"",0.13,"Portulaca oleracea","","","","",28.25,NA,0.296666666666667,0.76,""
"Portulaca oleracea","Portulaca oleracea",0.2,"",NA,"",0.13,"Portulaca oleracea","","","","",28.25,NA,0.296666666666667,0.76,""
"Potamogeton","Potamogeton berchtoldii_Potamogeton lucens",NA,"",NA,"",NA,"Potamogeton berchtoldii_Potamogeton lucens","","","","",NA,NA,NA,NA,""
"Potamogeton berchtoldii","Potamogeton berchtoldii",NA,"",NA,"",NA,"Potamogeton berchtoldii","","","","",NA,NA,NA,NA,""
"Potamogeton lucens","Potamogeton lucens",NA,"",NA,"",NA,"Potamogeton lucens","","","","",NA,NA,NA,NA,""
"Potentilla","Potentilla argentea_Potentilla crantzii_Potentilla erecta_Potentilla norvegica_Potentilla recta_Potentilla reptans_Potentilla sterilis_Potentilla tabernaemontani",0.296056547619048,"",0.2875,"",0.35,"Potentilla argentea_Potentilla crantzii_Potentilla erecta_Potentilla incana_Potentilla indica_Potentilla micrantha_Potentilla norvegica_Potentilla recta_Potentilla reptans_Potentilla sterilis_Potentilla supina_Potentilla tabernaemontani","","","","",25.4375,NA,NA,NA,""
"Potentilla argentea","Potentilla argentea",0.325,"",NA,"",NA,"Potentilla argentea","","","","",18.5,NA,NA,NA,""
"Potentilla crantzii","Potentilla crantzii",0.116666666666667,"",NA,"",0.17,"Potentilla crantzii","","","","",NA,NA,NA,NA,""
"Potentilla erecta","Potentilla erecta",0.2375,"",0.4,"",0.58,"Potentilla erecta","","","","",28.25,NA,NA,NA,""
"Potentilla indica",NA,NA,NA,NA,NA,NA,"Potentilla indica","","","","",NA,NA,NA,NA,""
"Potentilla micrantha",NA,NA,NA,NA,NA,NA,"Potentilla micrantha","","","","",NA,NA,NA,NA,""
"Potentilla norvegica","Potentilla norvegica",0.35,"",NA,"",0.14,"Potentilla norvegica","","","","",28.25,NA,NA,NA,""
"Potentilla recta","Potentilla recta",0.5,"",NA,"",NA,"Potentilla recta","","","","",28.25,NA,NA,NA,""
"Potentilla reptans","Potentilla reptans",0.65,"",0.175,"",0.28,"Potentilla reptans","","","","",28.25,NA,NA,NA,""
"Potentilla sterilis","Potentilla sterilis",0.0642857142857143,"",NA,"",0.58,"Potentilla sterilis","","","","",28.25,NA,NA,NA,""
"Potentilla supina",NA,NA,NA,NA,NA,NA,"Potentilla supina","","","","",28.25,NA,NA,NA,""
"Potentilla verna","Potentilla tabernaemontani",0.125,"",NA,"",NA,"Potentilla incana_Potentilla tabernaemontani","","","","",15.5,NA,NA,NA,""
"Poterium","Sanguisorba minor",0.383333333333333,"",0.75,"",1.8,"Sanguisorba minor","","","","",11.5,NA,NA,NA,""
"Poterium sanguisorba","Sanguisorba minor",0.383333333333333,"",0.75,"",1.8,"Sanguisorba minor","","","","",11.5,NA,NA,NA,""
"Poterium verrucosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primula","Primula elatior_Primula veris",0.216666666666667,"",0.3,"",0.77,"Primula elatior_Primula veris","","","","",3.5,NA,0.930833333333333,1.47666666666667,""
"Primula elatior","Primula elatior",0.2,"",0.3,"",0.85,"Primula elatior","","","","",3.5,NA,0.901,1.33333333333333,""
"Primula veris","Primula veris",0.233333333333333,"",0.3,"",0.69,"Primula veris","","","","",3.5,NA,0.960666666666667,1.62,""
