"accepted_taxa","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectanceperiphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Germination.range_SPVignes","Germination.start_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers"
"Orobanche caryophyllacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche crenata","Orobanche crenata","White","Hymenoptere flowers","Flag blossom, fabaceae type",4.390521115,5.375527438,6.982719048,2.765291444,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orobanche picridis-hieracioidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza sativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osyris alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis","Oxalis corniculata_Oxalis fontana_Oxalis pes-caprae","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden_Disk flowers with nectar hidden nectaries at base of stamens",4.76888771666667,4.21343238333333,6.424316219,5.15134657933333,"Present","Plenty","Actinomorphe",3.5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis acetosella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis corniculata","Oxalis corniculata","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden",4.91,4.73,6.66,4.92,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis corniculata subsp. corniculata","Oxalis corniculata","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden",4.91,4.73,6.66,4.92,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis dillenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis pes-caprae","Oxalis pes-caprae","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.679692005,3.984006313,6.313142051,5.189260239,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis stricta","Oxalis fontana","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden",4.716971145,3.926290837,6.299806606,5.344779499,"Present","Plenty","Actinomorphe",3.5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis glauca","Oxybasis glauca","Green","Wind flowers occassionally visited by insect","Not applicable",1.737615116,1.341601049,3.048414905,2.200825966,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis rubra","Oxybasis rubra","Green","Wind flowers occassionally visited by insect","Not applicable",1.737615116,1.341601049,3.048414905,2.200825966,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxybasis urbica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallenis spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pancratium maritimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum","Panicum capillare_Panicum dichotomiflorum_Panicum miliaceum","Green_White","Wind flowers","Not applicable",1,1,2.63997803966667,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum capillare","Panicum capillare","Green","Wind flowers","Not applicable",1,1,2.483106016,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum dichotomiflorum","Panicum dichotomiflorum","Green","Wind flowers","Not applicable",1,1,2.483106016,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum hillmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum","Panicum miliaceum","White","Wind flowers","Not applicable",1,1,2.953722087,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum subsp. miliaceum","Panicum miliaceum","White","Wind flowers","Not applicable",1,1,2.953722087,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum miliaceum subsp. ruderale","Panicum miliaceum","White","Wind flowers","Not applicable",1,1,2.953722087,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver","Papaver dubium_Papaver rhoeas","Red","Pollen flowers","Pollen flower",4.6610311345,2.353911535,4.7988105185,4.83698069,"None_Present","Plenty","Actinomorphe",27.5,54.75,"Papaver rhoeas","3","9","1",90,"R","Thérophytes estivaux","Papaver sp.","H","R","A"
"Papaver cambricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver dubium","Papaver dubium","Red","Pollen flowers","Pollen flower",4.242062269,3.70782307,5.897621037,4.59396138,"Present","Plenty","Actinomorphe",21.5,76,NA,NA,NA,NA,NA,NA,NA,"Papaver dubium","H","R","A"
"Papaver rhoeas","Papaver rhoeas","Red","Pollen flowers","Pollen flower",5.08,1,3.7,5.08,"None","Plenty","Actinomorphe",33.5,33.5,"Papaver rhoeas","3","9","1",90,"R","Thérophytes estivaux","Papaver rhoeas","H","R","A"
"Papaver somniferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papaver x hungaricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parentucellia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parietaria judaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paronychia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenocissus inserta","Parthenocissus quinquefolia","Yellow","Flowers with totally hidden nectar","Not applicable",3.561440192,4.074579143,5.729020829,2.640842309,"Present","None","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum","Paspalum dilatatum_Paspalum distichum","Green_Yellow","Wind flowers","Not applicable",1,1,2.923193298,1,"None","Plenty","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum dilatatum","Paspalum dilatatum","Yellow","Wind flowers","Not applicable",1,1,3.146325249,1,"None","Plenty","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum distichum","Paspalum distichum","Green","Wind flowers","Not applicable",1,1,2.700061347,1,"None","Plenty","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastinaca","Pastinaca sativa","Yellow","Flowers with open nectar","Disk flowers with nectar open",1,5.74,7.17,7.05,"Present","Little","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastinaca sativa","Pastinaca sativa","Yellow","Flowers with open nectar","Disk flowers with nectar open",1,5.74,7.17,7.05,"Present","Little","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastinaca sativa subsp. urens","Pastinaca sativa","Yellow","Flowers with open nectar","Disk flowers with nectar open",1,5.74,7.17,7.05,"Present","Little","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria","Persicaria amphibia_Persicaria hydropiper_Persicaria lapathifolia_Persicaria maculosa","Green_Pink","Flowers with totally hidden nectar","Bell shaped flowers",3.67324533,3.59060167575,5.8611271795,3.705048207,"Little_Present","Little_Plenty","Actinomorphe",9.5,9.5,NA,NA,NA,NA,NA,NA,NA,"Polygonum persicaria","H","Cr","A"
"Persicaria acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria amphibia","Persicaria amphibia","Pink","Flowers with totally hidden nectar","Bell shaped flowers",3.58,3.58,6.2,3.58,"Present","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria hydropiper","Persicaria hydropiper","Green","Flowers with totally hidden nectar","Bell shaped flowers",3.91298132,3.582406703,5.634508718,4.040192828,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria lapathifolia","Persicaria lapathifolia","Pink","Flowers with totally hidden nectar","Bell shaped flowers",3.58,3.58,6.2,3.58,"Little","Little","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria maculosa","Persicaria maculosa","Pink","Flowers with totally hidden nectar","Bell shaped flowers",3.62,3.62,5.41,3.62,"Little","Little","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Polygonum persicaria","H","Cr","A"
"Persicaria minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petasites hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrorhagia prolifera","Petrorhagia prolifera","Pink","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",1,4.27,7.89,4.52,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrorhagia saxifraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrosedum sediforme","Sedum sediforme","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",5.277085795,4.292540543,6.839283067,6.090220777,"Present","Present","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petroselinum crispum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phacelia tanacetifolia","Phacelia tanacetifolia","Blue","Hymenoptere flowers","Funnel flowers",6.51,5.64,7.23,1,"Present","Plenty","Actinomorphe",76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris","Phalaris arundinacea_Phalaris brachystachys_Phalaris coerulescens_Phalaris minor_Phalaris paradoxa","Green_Rose_Yellow","Wind flowers","Not applicable",1,1,2.6351989116,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Phalaris paradoxa","G","R","A"
"Phalaris aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris arundinacea","Phalaris arundinacea","Yellow","Wind flowers","Not applicable",1,1,2.921568951,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris brachystachys","Phalaris brachystachys","Green","Wind flowers","Not applicable",1,1,2.475305049,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris canariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris coerulescens","Phalaris coerulescens","Green","Wind flowers","Not applicable",1,1,2.475305049,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris minor","Phalaris minor","Rose","Wind flowers","Not applicable",1,1,2.82851046,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris paradoxa","Phalaris paradoxa","Green","Wind flowers","Not applicable",1,1,2.475305049,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Phalaris paradoxa","G","R","A"
"Phedimus spurius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phelipanche nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phelipanche purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phelipanche ramosa","Phelipanche ramosa","Yellow","Hymenoptere flowers","Lip flowers",4.36213243,5.336120971,6.942873799,2.754399757,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phillyrea media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum","Phleum nodosum_Phleum paniculatum_Phleum pratense","Green_Yellow","Wind flowers","Not applicable",1,1,1.60498022066667,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Phleum pratense","G","Csr","P"
"Phleum exaratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum hirsutum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum nodosum","Phleum nodosum","Green","Wind flowers","Not applicable",1,1,2.464940662,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum paniculatum","Phleum paniculatum","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum phleoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phleum pratense","Phleum pratense","Yellow","Wind flowers","Not applicable",1,1,1.26,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Phleum pratense","G","Csr","P"
"Phleum subulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites","Phragmites australis","White","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites australis","Phragmites australis","White","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis peruviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physocarpus opulifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca americana","Phytolacca americana","Pink","Flowers with open nectar","Disk flowers with nectar open",3.926898005,3.384697595,5.523862568,4.325515888,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picnomon acarna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picris","Picris hieracioides","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, only ray flowers",7.02,6.64,8.3,8.44,"Present","Present","Zygomorphe",3.5,53,"Picris hieracioides","6","3","1",150,"R / c-s-r","Hémicryptophytes érigé","Picris hieracioides","H","Sr","P"
"Picris hieracioides","Picris hieracioides","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, only ray flowers",7.02,6.64,8.3,8.44,"Present","Present","Zygomorphe",3.5,53,"Picris hieracioides","6","3","1",150,"R / c-s-r","Hémicryptophytes érigé","Picris hieracioides","H","Sr","P"
"Pilosella","Pilosella officinarum","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, only ray flowers",4.32486815,3.565687772,5.85964095,4.957384755,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Hieracium pilosella","H","Csr","P"
"Pilosella aurantiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilosella cymosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilosella officinarum","Pilosella officinarum","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, only ray flowers",4.32486815,3.565687772,5.85964095,4.957384755,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Hieracium pilosella","H","Csr","P"
"Pimpinella","Pimpinella major","White","Flowers with open nectar","Disk flowers with nectar open",4.177520302,4.339512181,6.239677262,3.638684477,"Present","None","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pimpinella major","Pimpinella major","White","Flowers with open nectar","Disk flowers with nectar open",4.177520302,4.339512181,6.239677262,3.638684477,"Present","None","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pimpinella saxifraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pimpinella saxifraga subsp. saxifraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus halepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piptatherum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia lentiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia terebinthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistacia vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisum","Pisum sativum","White","Hymenoptere flowers","Flag blossom, fabaceae type",4.431810883,5.33884671,6.984290666,2.902394904,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisum sativum","Pisum sativum","White","Hymenoptere flowers","Flag blossom, fabaceae type",4.431810883,5.33884671,6.984290666,2.902394904,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisum sativum subsp. sativum","Pisum sativum","White","Hymenoptere flowers","Flag blossom, fabaceae type",4.431810883,5.33884671,6.984290666,2.902394904,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago","Plantago lanceolata_Plantago major_Plantago media","Brown_White_Yellow","Wind flowers occassionally visited by insect","Not applicable",4.30666666666667,1,2.37,4.63,"None","Plenty","Actinomorphe",11.5,11.5,"Plantago lagopus_Plantago lanceolata_Plantago major","2_4","6_9_Na","7_Na",56.6666666666667,"C-s-r_R / c-s-r_S-r","Hémicryptophytes rosettés_Hémicryptophytes rosettés (thérophytes estivaux)_Thérophytes vernaux","Plantago albicans_Plantago coronopus_Plantago lanceolata_Plantago major","H","Csr_S","P"
"Plantago afra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago albicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantago albicans","H","S","P"
"Plantago altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago barbata monanthos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago bellardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago coronopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantago coronopus","H","S","P"
"Plantago lagopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantago lagopus","2","Na","Na",30,"S-r","Thérophytes vernaux",NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata","Brown","Wind flowers occassionally visited by insect","Not applicable",3.58,1,1.79,3.58,"None","Plenty","Actinomorphe",11.5,11.5,"Plantago lanceolata","4","9","7",80,"C-s-r","Hémicryptophytes rosettés","Plantago lanceolata","H","Csr","P"
"Plantago major","Plantago major","Yellow","Wind flowers occassionally visited by insect","Not applicable",5.03,1,2.95,5.68,"None","Plenty","Actinomorphe",11.5,11.5,"Plantago major","4","6","7",60,"R / c-s-r","Hémicryptophytes rosettés (thérophytes estivaux)","Plantago major","H","Csr","P"
"Plantago major subsp. intermedia","Plantago major","Yellow","Wind flowers occassionally visited by insect","Not applicable",5.03,1,2.95,5.68,"None","Plenty","Actinomorphe",11.5,11.5,"Plantago major","4","6","7",60,"R / c-s-r","Hémicryptophytes rosettés (thérophytes estivaux)","Plantago major","H","Csr","P"
"Plantago major subsp. major","Plantago major","Yellow","Wind flowers occassionally visited by insect","Not applicable",5.03,1,2.95,5.68,"None","Plenty","Actinomorphe",11.5,11.5,"Plantago major","4","6","7",60,"R / c-s-r","Hémicryptophytes rosettés (thérophytes estivaux)","Plantago major","H","Csr","P"
"Plantago media","Plantago media","White","Wind flowers occassionally visited by insect","Not applicable",4.31,1,2.37,4.63,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago weldenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Platycapnos spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa","Poa annua_Poa bulbosa_Poa compressa_Poa infirma_Poa nemoralis_Poa pratensis_Poa trivialis","Green_Yellow","Wind flowers","Not applicable",1,1,2.00403286285714,1,"None","Plenty","Actinomorphe",3.5,3.5,"Poa annua","1-12","12","0?",30,"R","Thérophytes estivaux (hémicryptophytes bisannuels)","Poa annua_Poa pratensis_Poa trivialis","G","Cr_Csr_R","P"
"Poa annua","Poa annua","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,"Poa annua","1-12","12","0?",30,"R","Thérophytes estivaux (hémicryptophytes bisannuels)","Poa annua","G","R","P"
"Poa bulbosa","Poa bulbosa","Yellow","Wind flowers","Not applicable",1,1,2.912689461,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa bulbosa var. vivipara","Poa bulbosa","Yellow","Wind flowers","Not applicable",1,1,2.912689461,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa chaixii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa compressa","Poa compressa","Yellow","Wind flowers","Not applicable",1,1,2.912689461,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
