"accepted_taxa","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Fruit.colour_GIFT","Growth.form_1_GIFT","Growth.form_2_GIFT","Inflorescence_GIFT","Leaf.length_cm_GIFT","Leaf.area_cm2_GIFT","Leaf.width_cm_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Plant.height_min_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT"
"Malachra radiata","Malachra radiata","","","",NA,NA,NA,NA,"","Herb","Subshrub","",NA,NA,NA,"Perennial","",NA,1.219214826,NA,"","","",NA,NA
"Mallotus","Mallotus oppositifolius","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",12.19214826,4.83333333333333,1,"Biotic","Insect","",NA,NA
"Mallotus oppositifolius","Mallotus oppositifolius","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",12.19214826,4.83333333333333,1,"Biotic","Insect","",NA,NA
"Malva","Malva parviflora","Unspecialized","","",0.5,0.25,NA,NA,"","Herb","","",NA,NA,5,"Annual","C3",1.2,0.75,0.05,"Biotic","Insect","Insect",0.0033914285,NA
"Malva parviflora","Malva parviflora","Unspecialized","","",0.5,0.25,NA,NA,"","Herb","","",NA,NA,5,"Annual","C3",1.2,0.75,0.05,"Biotic","Insect","Insect",0.0033914285,NA
"Malvastrum coromandelianum","Malvastrum coromandelianum","Zoochorous","Epizoochorous","Yellow",0.9,0.6,1.5,NA,"","","","",4.5,NA,NA,"Perennial","",1.5,1,0.2,"","","",0.00145,NA
"Mangifera indica","Mangifera indica","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",40,25,5,"Biotic","","",16.4659,73.9
"Manihot esculenta","Manihot esculenta","Unspecialized","Anthropochorous","",NA,NA,NA,NA,"","","","",13,NA,2.75,"Perennial","C3",6,2.75,1,"Biotic","Insect","Insect",0.114,NA
"Manotes expansa","Manotes expansa","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",6.096074128,NA,1.828822238,"","","",NA,NA
"Mansonia altissima","Mansonia altissima","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",30.48037064,35,NA,"","","",0.39853,NA
"Marantochloa cuspidata","Marantochloa cuspidata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.828822238,1.5,0.609607413,"","","",NA,NA
"Mareya micrantha","Mareya micrantha","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",12.19214826,15,NA,"","","",NA,NA
"Margaritaria discoidea","Margaritaria discoidea","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",30.48037064,18,1,"Biotic","Insect","",0.0194316665,NA
"Mariscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea","Marsilea minuta","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","",0.34,NA,0.07,"","","",NA,NA
"Marsilea minuta","Marsilea minuta","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","",0.34,NA,0.07,"","","",NA,NA
"Marsypianthes chamaedrys","Marsypianthes chamaedrys","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",0.00042,NA
"Mecardonia procumbens","Mecardonia procumbens","Hydrochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Medicago","Medicago polymorpha","Zoochorous","","Yellow",0.6,0.35,NA,NA,"","Herb","","",NA,6.6725,NA,"Annual","C3",0.69,0.287666666666667,0.04,"Biotic","Insect","Bee",0.03644055475,201.25
"Medicago polymorpha","Medicago polymorpha","Zoochorous","","Yellow",0.6,0.35,NA,NA,"","Herb","","",NA,6.6725,NA,"Annual","C3",0.69,0.287666666666667,0.04,"Biotic","Insect","Bee",0.03644055475,201.25
"Megathyrsus maximus","Megathyrsus maximus","Unspecialized","","",NA,NA,NA,NA,"","Herb","","",NA,NA,0.7,"Perennial","C4",5,1.5,1,"Abiotic","Wind","",0.000758033333333333,NA
"Melaleuca quinquenervia","Melaleuca quinquenervia","","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"Perennial","C3",25,10,10,"Biotic","Insect","Insect",0.000221833,NA
"Melasma melampyroides","Melasma melampyroides","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Melastoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melastomastrum capitatum","Melastomastrum capitatum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.219214826,NA,NA,"","","",9e-05,NA
"Melia azedarach","Melia azedarach","Zoochorous","","Violet",NA,NA,0.3,0.2,"","Tree","Tree","Panicle",NA,NA,NA,"Perennial","C3",40,12,1,"","","",0.373185975,NA
"Melicope pteleifolia","Melicope pteleifolia","","","",NA,NA,NA,NA,"","","Tree","",NA,NA,NA,"","C3",NA,NA,NA,"","","",0.0066,NA
"Melilotus albus","Melilotus albus","Anemochorous","","White",0.4,0.25,NA,NA,"","Herb","","",NA,NA,NA,"","C3",2.5,1.5,0.3,"Biotic","Insect","Bee",0.00223369466666667,NA
"Melilotus indicus","Melilotus indicus","Unspecialized","","Yellow",0.25,0.2,NA,NA,"","Herb","","",NA,3.82,NA,"Annual","C3",1.2,0.65,0.1,"Biotic","Insect","Bee",0.0022503,206
"Melinis minutiflora","Melinis minutiflora","Unspecialized","Unspecialized","",0.07,NA,NA,NA,"","Herb","","Panicle",NA,NA,NA,"Perennial","C4",2,1,0.1,"","","",0.000105,NA
"Melinis repens","Melinis repens","Anemochorous","","",0.25,0.2,NA,NA,"","Herb","","Panicle",NA,NA,NA,"","C4",1.5,0.7,0.2,"","","",0.00042136425,NA
"Melliniella micrantha","Melliniella micrantha","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",0.000625,NA
"Melochia corchorifolia","Melochia corchorifolia","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",3.657644477,1,0.4,"Biotic","Insect","Insect",0.002075,NA
"Melochia pyramidata","Melochia pyramidata","","","",NA,NA,NA,NA,"","","Subshrub","",NA,NA,NA,"Perennial","",1.5,NA,0.3,"","","",NA,NA
"Merremia","Merremia emarginata_Merremia hederacea_Merremia pterygocaulos","","","",NA,NA,NA,NA,"","Herb","Herb","",3,NA,1.55,"Perennial","C3",1,2.5,0,"","","",0.008565,NA
"Merremia emarginata","Merremia emarginata","","","",NA,NA,NA,NA,"","Herb","Herb","",1.5,NA,1.55,"Perennial","",NA,NA,NA,"","","",NA,NA
"Merremia hederacea","Merremia hederacea","","","",NA,NA,NA,NA,"","Herb","Herb","",4.5,NA,NA,"Perennial","C3",1,NA,0,"","","",0.008565,NA
"Merremia pterygocaulos","Merremia pterygocaulos","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C3",NA,2.5,NA,"","","",NA,NA
"Mesosphaerum pectinatum","Mesosphaerum pectinatum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",2.5,2,0.5,"","","",6.25e-05,NA
"Mesosphaerum suaveolens","Mesosphaerum suaveolens","Zoochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",3,1.45,0.5,"","","",0.004285714,NA
"Mezoneuron benthamianum","Mezoneuron benthamianum","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",NA,10,NA,"","","",NA,NA
"Miconia","Miconia crenata","Zoochorous","Zoochorous","",NA,NA,NA,NA,"","Shrub","Shrub","",10.7,NA,5.4,"Perennial","C3",NA,1.2,NA,"","","",3e-05,NA
"Miconia crenata","Miconia crenata","Zoochorous","Zoochorous","",NA,NA,NA,NA,"","Shrub","Shrub","",10.7,NA,5.4,"Perennial","C3",NA,1.2,NA,"","","",3e-05,NA
"Microchloa indica","Microchloa indica","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C4",0.5,NA,0,"","","",8e-05,NA
"Micrococca mercurialis","Micrococca mercurialis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",0.609607413,0.4,0.2,"","","",NA,NA
"Microdesmis keayana","Microdesmis keayana","","","",NA,NA,NA,NA,"","","Tree","",NA,NA,NA,"Perennial","",NA,2.5,NA,"","","",NA,NA
"Mikania","Mikania cordata_Mikania micrantha","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Forb_Other","",7,NA,4.5,"Perennial","",7.62009266,NA,NA,"","","",9e-05,NA
"Mikania cordata","Mikania cordata","","","",NA,NA,NA,NA,"","Herb","Forb","",7,NA,4.5,"Perennial","",7.62009266,NA,NA,"","","",9e-05,NA
"Mikania micrantha","Mikania micrantha","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Other","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",9e-05,NA
"Milicia excelsa","Milicia excelsa","Zoochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",48.76859303,42,NA,"","","",0.00235,NA
"Milicia regia","Milicia regia","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",NA,30,NA,"","","",NA,NA
"Millettia thonningii","Millettia thonningii","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",12.19214826,15,9.144111192,"Biotic","Insect","",NA,NA
"Millettia zechiana","Millettia zechiana","","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"","",9.144111192,NA,4.572055596,"","","",NA,NA
"Mimosa","Mimosa candollei_Mimosa diplotricha_Mimosa pigra_Mimosa pudica","Zoochorous","Autochorous_Zoochorous","Red",NA,NA,NA,NA,"","Herb_Shrub","Shrub","",NA,NA,NA,"Perennial","C3",2.33333333333333,2.4,0.15,"Biotic","Insect","Bee",0.0107745835,NA
"Mimosa candollei","Mimosa candollei","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",0.5,NA,NA,"","","",NA,NA
"Mimosa diplotricha","Mimosa diplotricha","","","",NA,NA,NA,NA,"","Shrub","","",NA,NA,NA,"Perennial","",NA,4,NA,"Biotic","Insect","Bee",NA,NA
"Mimosa pigra","Mimosa pigra","","Autochorous","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"Perennial","C3",5,2.75,0.3,"","","",0.0162025,NA
"Mimosa pudica","Mimosa pudica","Zoochorous","Zoochorous","Red",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",1.5,0.45,0,"","","",0.005346667,NA
"Mirabilis jalapa","Mirabilis jalapa","","","",NA,NA,3.5,2.5,"","Herb","","",9,NA,5.5,"Perennial","C3",1.5,0.8,0.4,"Biotic","Insect","Insect",0.05703,NA
"Miscanthidium violaceum","Miscanthidium violaceum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Mitracarpus hirtus","Mitracarpus hirtus","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",0.609607413,0.4,0,"","","",0.00012,NA
"Mitragyna inermis","Mitragyna inermis","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",12.19214826,12,6.096074128,"","","",NA,NA
"Mitragyna stipulosa","Mitragyna stipulosa","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",42.6725189,30,6.096074128,"","","",3.9e-05,NA
"Mollugo","Mollugo verticillata","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"","Herb","","",2,NA,0.275,"Annual","",0.3,0.2,0.1,"Biotic","Insect","Insect",9.0125e-05,NA
"Mollugo verticillata","Mollugo verticillata","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"","Herb","","",2,NA,0.275,"Annual","",0.3,0.2,0.1,"Biotic","Insect","Insect",9.0125e-05,NA
"Momordica balsamina","Momordica balsamina","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","",5,5,0.5,"","","",0.08655625,NA
"Momordica charantia","Momordica charantia","","","Yellow",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",5,4,0.5,"Biotic","Insect","Insect",0.0745875,NA
"Momordica cissoides","Momordica cissoides","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",NA,1.83333333333333,1,"","","",NA,NA
"Momordica foetida","Momordica foetida","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",5,3.75,1,"","","",0.08992,NA
"Mondia whitei","Mondia whitei","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",12,7,3,"Biotic","Insect","Fly",NA,NA
"Monechma ciliatum","Monechma ciliatum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.609607413,NA,0.304803706,"","","",0.00186,NA
"Monodora tenuifolia","Monodora tenuifolia","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"","",12.19214826,10,NA,"","","",NA,NA
"Monodora undulata","Monodora undulata","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"","",12.19214826,NA,NA,"","","",NA,NA
"Montrichardia arborescens","Montrichardia arborescens","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Moorochloa eruciformis","Moorochloa eruciformis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",1,NA,0.15,"","","",0.00016,NA
"Morinda citrifolia","Morinda citrifolia","Hydrochorous","","White",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"Perennial","C3",10,6.05,1,"","","",0.01502,NA
"Morinda lucida","Morinda lucida","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",NA,12.5,NA,"","","",NA,NA
"Motandra paniculata","Motandra paniculata","Anemochorous","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",NA,30,NA,"","","",NA,NA
"Mucuna","Mucuna flagellipes_Mucuna pruriens","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","C3",3,7,NA,"","","",0.63093,NA
"Mucuna flagellipes","Mucuna flagellipes","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","C3",NA,10,NA,"","","",NA,NA
"Mucuna pruriens","Mucuna pruriens","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","C3",3,4,NA,"","","",0.63093,NA
"Murdannia","Murdannia nudiflora_Murdannia simplex","","","",NA,NA,NA,NA,"","Herb","Forb_Herb","",NA,NA,NA,"Perennial","",0.759607413,0.9,0.1162001525,"","","",0.00175,NA
"Murdannia nudiflora","Murdannia nudiflora","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","",0.3,NA,0.08,"","","",NA,NA
"Murdannia simplex","Murdannia simplex","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.219214826,0.9,0.152400305,"","","",0.00175,NA
"Murraya koenigii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murraya paniculata","Murraya paniculata","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",5,7,1,"","","",0.08333,NA
"Musa","Musa × paradisiaca","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",NA,NA
"Musa paradisiaca","Musa × paradisiaca","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",NA,NA
"Mussaenda elegans","Mussaenda elegans","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"","",9.144111192,3,3.048037064,"","","",NA,NA
"Mussaenda tristigmatica","Mussaenda tristigmatica","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Myosotis discolor","Myosotis discolor","","","",NA,NA,0.4,0.2,"","Herb","","",NA,0.79375,NA,"Annual","C3",0.3,0.204,0.05,"Biotic","Insect","",0.00019525,255.55
"Najas pectinata","Najas pectinata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Napoleonaea vogelii","Napoleonaea vogelii","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",NA,10,NA,"","","",NA,NA
"Nasturtium officinale","Nasturtium officinale","","","White",0.45,0.34,NA,NA,"","Herb","","",2.5,14.35,4,"Perennial","C3",1,0.385,0.1,"Biotic","Insect","",0.0002684166,422.25
"Nauclea latifolia","Nauclea latifolia","Zoochorous","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"Perennial","",30,6.524018532,10,"Biotic","Insect","",2e-04,NA
"Nelsonia canescens","Nelsonia canescens","","","",NA,NA,NA,NA,"","Herb","Forb","",6.5,NA,2.95,"Annual","",0.5,0.125,0,"","","",9e-05,NA
"Neojeffreya decurrens","Neojeffreya decurrens","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",NA,NA,NA,"","","",0.00022,NA
"Neonotonia","Neonotonia wightii","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",4.5,2.75333333333333,0.6,"","","",0.0053849048,NA
"Neonotonia wightii","Neonotonia wightii","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",4.5,2.75333333333333,0.6,"","","",0.0053849048,NA
"Neoschumannia kamerunensis","Neoschumannia kamerunensis","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"","",NA,10,NA,"","","",NA,NA
"Nephrolepis biserrata","Nephrolepis biserrata","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",3,NA,0.5,"","","",NA,NA
"Neptunia plena","Neptunia plena","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.0076,NA
"Neptunia prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesogordonia papaverifera","Nesogordonia papaverifera","Anemochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",30.48037064,30,NA,"","","",NA,NA
"Neustanthus phaseoloides","Neustanthus phaseoloides","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",NA,3,NA,"","","",0.0128275,NA
"Newbouldia laevis","Newbouldia laevis","Anemochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",12.19214826,15,3.048037064,"","","",NA,NA
"Nicandra physalodes","Nicandra physalodes","Zoochorous","","Blue",3.8,1.05,NA,NA,"Brown","Herb","","",8,88.81875,5,"Annual","C3",2,0.71875,0.3,"Biotic","Insect","Bee",0.00087,256.15
"Nicotiana plumbaginifolia","Nicotiana plumbaginifolia","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C3",NA,NA,NA,"","","",NA,NA
"Nidorella aegyptiaca","Nidorella aegyptiaca","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",1,NA,0.44,"","","",2.5e-05,NA
"Nymphaea alba","Nymphaea alba","Hydrochorous","Hydrochorous","",20,10,NA,NA,"","Herb","","",17.5,393.42,25,"Perennial","C3",2.5,0.03,0.5,"Biotic","Insect","Insect",0.002451,147
"Nymphaea lotus","Nymphaea lotus","Zoochorous","Endozoochorous","",8,2,NA,NA,"","Herb","Forb","",20.5,NA,NA,"Perennial","C3",NA,NA,NA,"","","",NA,NA
"Nymphaea rubra","Nymphaea rubra","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Nymphaea rudgeana","Nymphaea rudgeana","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Nymphoides indica","Nymphoides indica","","","",NA,NA,NA,NA,"","Herb","","",10.5,NA,NA,"Perennial","",0.5,NA,0,"","","",NA,NA
"Ocimum americanum","Ocimum americanum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1,0.45,0.15,"","","",0.000780606,NA
"Ocimum basilicum","Ocimum basilicum","Hydrochorous","","",0.5,0.2,NA,NA,"","Herb","Forb","",NA,NA,1,"","C3",1,0.333333333333333,0.2,"Biotic","Insect","Bee",0.001236667,NA
"Ocimum gratissimum","Ocimum gratissimum","","","",0.5,0.3,NA,NA,"","","","",NA,NA,NA,"Perennial","",3,1,0.3,"","","",0.00130708325,NA
"Oenothera glazioviana","Oenothera glazioviana","Unspecialized","","Yellow",5,4,NA,NA,"","Herb","","",NA,56.4725,4.5,"Biennial","C3",1.8,0.8665,0.1,"Biotic","Insect","",0.0004887858,240.5
"Oenothera rosea","Oenothera rosea","","Anthropochorous","Pink",1,0.5,NA,NA,"","Herb","","",NA,3.1758,1,"Perennial","C3",0.6,0.12,0.1,"Biotic","Insect","",7e-05,327.45
"Oenothera stricta","Oenothera stricta","Unspecialized","Unspecialized","",NA,NA,NA,NA,"","Herb","","",NA,NA,0.7,"","C3",1,0.6,0.2,"Biotic","Insect","",0.000274666666666667,NA
"Olax subscorpioidea","Olax subscorpioidea","","","",NA,NA,NA,NA,"","","Tree","",NA,NA,NA,"Perennial","",9.144111192,4,NA,"","","",NA,NA
"Oldenlandia","Oldenlandia affinis_Oldenlandia capensis_Oldenlandia corymbosa_Oldenlandia herbacea_Oldenlandia lancifolia","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Forb_Herb","",NA,NA,NA,"Annual_Perennial","C3",0.6428822238,0.426200926625,0.1169607412,"","","",8.53333333333333e-05,NA
"Oldenlandia affinis","Oldenlandia affinis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",1.2,0.6048037065,0.2,"","","",4e-05,NA
"Oldenlandia capensis","Oldenlandia capensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.304803706,NA,0.05,"","","",NA,NA
"Oldenlandia corymbosa","Oldenlandia corymbosa","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C3",0.5,0.2,0,"","","",0.000201,NA
"Oldenlandia herbacea","Oldenlandia herbacea","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C3",0.6,0.5,0.03,"","","",1.5e-05,NA
"Oldenlandia lancifolia","Oldenlandia lancifolia","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","",0.609607413,0.4,0.304803706,"","","",NA,NA
"Olyra latifolia","Olyra latifolia","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",5,3.25,NA,"","","",7e-05,NA
"Operculina turpethum","Operculina turpethum","","","",NA,NA,NA,NA,"","Herb","Herb","",9,NA,8.75,"Perennial","C3",NA,3,NA,"","","",NA,NA
"Ophioglossum reticulatum","Ophioglossum reticulatum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",0.4,0.2,0.03,"","","",NA,NA
"Ophiopogon japonicus","Ophiopogon japonicus","","","",NA,NA,NA,NA,"","Herb","Herb","",30,NA,NA,"Perennial","C3",NA,0.3,NA,"","","",0.04559,NA
"Oplismenus burmanni","Oplismenus burmanni","Unspecialized","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C3",0.5,NA,0,"","","",0.00049,NA
"Oplismenus hirtellus","Oplismenus hirtellus","Zoochorous","","",0.34,0.2,NA,NA,"","Herb","","Panicle",NA,NA,0.4,"Perennial","C3",1,0.75,0.05,"","","",0.001085,NA
"Ormocarpum sennoides","Ormocarpum sennoides","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","C3",3.657644477,1.5,1.219214826,"","","",NA,NA
"Oryza barthii","Oryza barthii","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","",1.5,1.5,NA,"","","",0.019705,NA
"Oryza longistaminata","Oryza longistaminata","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C3",2.5,1,NA,"","","",0.02708,NA
"Oryza sativa","Oryza sativa","","","",NA,NA,NA,NA,"","Herb","","Panicle",NA,NA,NA,"Annual","C3",1.5,1.8,0.5,"","","",0.027514286,NA
"Ouret lanata","Ouret lanata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C4",2,1.25,0.1,"","","",0.000146667,NA
"Oxalis barrelieri","Oxalis barrelieri","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",1.5,0.2,NA,"","","",NA,NA
"Oxalis corniculata","Oxalis corniculata","","","Yellow",0.9,0.2,NA,NA,"","Herb","","",1,2.2078,NA,"","C3",0.5,0.1625,0.01,"Biotic","Insect","Insect",0.000187333333333333,415.1
"Oxalis debilis","Oxalis debilis","","","",1.6,1.2,NA,NA,"","Herb","","Umbel",2.5,NA,3,"Perennial","C3",0.4,0.2,0.1,"Biotic","Insect","Insect",1e-04,NA
"Oxalis latifolia","Oxalis latifolia","","","",1.3,0.9,NA,NA,"","Herb","Forb","",NA,NA,4.45,"Perennial","C3",0.35,0.2,0.15,"Biotic","Insect","",2e-04,NA
"Oxalis tetraphylla","Oxalis tetraphylla","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C3",NA,0.2,NA,"Biotic","Insect","Insect",NA,NA
"Oxyanthus formosus","Oxyanthus formosus","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",4.572055596,NA,NA,"","","",NA,NA
"Oxyanthus racemosus","Oxyanthus racemosus","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"","",6.705681541,NA,4.572055596,"","","",NA,NA
"Oxyanthus unilocularis","Oxyanthus unilocularis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",7.62009266,7.62,NA,"","","",NA,NA
"Oxygonum sinuatum","Oxygonum sinuatum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",0.6,0.85,0.1,"","","",0.00886,NA
"Paederia","Paederia foetida","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"Biotic","Insect","",0.00613,345.056368
"Paederia farinosa farinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia foetida","Paederia foetida","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"Biotic","Insect","",0.00613,345.056368
