"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Urochloa dictyoneura","Brachiaria humidicola",NA,NA,NA,121,NA,NA,0.305,NA,3.75,NA,NA,NA
"Urochloa distachyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa eminii","Brachiaria ruziziensis",NA,NA,401,36.2,NA,NA,NA,NA,11,NA,NA,NA
"Urochloa fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa lata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa mutica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa ramosa","Brachiaria ramosa",NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,NA,NA
"Urochloa reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria tortilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvariodendron occidentale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia farnesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia nilotica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia seyal","Acacia seyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA
"Vachellia sieberiana","Acacia sieberiana",NA,NA,NA,NA,NA,NA,0.6285,NA,NA,NA,3.6,NA
"Vandellia diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varronia curassavica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vepris verdoorniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum thapsus","Verbascum thapsus",NA,0.33,441.6661072,41.75602231,NA,NA,NA,65.3333333333333,10.57730317,0.19,NA,48.3299831533333
"Verbena brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbena officinalis","Verbena officinalis",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
"Verbena rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbesina encelioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia chapmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia colorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia galamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernoniastrum ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicia hirsuta","Vicia hirsuta",NA,0.2074,NA,NA,NA,NA,0.379385141755556,NA,28.02801,0.3375,NA,87.90712843
"Vicia sativa","Vicia sativa",NA,0.222666667,389,NA,0.077,NA,0.290205237922222,NA,3.5,0.430769231,NA,60.47073255
"Vicoa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna","Vigna radiata_Vigna unguiculata",NA,0.749,NA,NA,NA,NA,0.179333333333334,85.5,NA,0.1005,NA,25.36
"Vigna gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna radiata","Vigna radiata",NA,NA,NA,NA,NA,NA,0.11,93,NA,NA,NA,NA
"Vigna reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna subterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna unguiculata","Vigna unguiculata",NA,0.749,NA,NA,NA,NA,0.248666666666667,78,NA,0.1005,NA,25.36
"Vigna vexillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincetoxicum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitellaria paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex oxycuspis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Voacanga africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waltheria indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wissadula amplissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Withania somnifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xanthium strumarium","Xanthium strumarium",NA,0.552393633888889,NA,NA,NA,NA,0.353655695214286,20,NA,0.160897036666667,NA,16.9666639288889
"Xanthosoma sagittifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia tridentata","Merremia tridentata",NA,NA,NA,NA,NA,NA,NA,82.33,NA,NA,NA,NA
"Xyris savanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Youngia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaleya pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zantedeschia aethiopica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zanthoxylum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zea mays","Zea mays",NA,1.75534920634921,317.5,26.56678991,0.192653571428571,NA,0.324274603174603,80,16.5,0.079,0.816153846153846,22.667
"Zehneria capillacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria emirnensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria thwaitesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus mauritiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia glochidiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
