"accepted_taxa","original_taxa_Baseflor","Habitat_Baseflor","Chorology_Baseflor","Flower.color_Baseflor","Dispersal.mode_Baseflor","Flowering_Baseflor","Growth.form_Baseflor","Fruit.type_Baseflor","Inflorescence_Baseflor","Pollination_Baseflor","Sexuality_Baseflor"
"Typha","Typha domingensis","Roselières et cariçaies submaritimes des vases saumâtres","Subtropical","Marron","Anémochore","","Hémicryptophytaie","Akène","Épi simple","Anémogame","Monoïque"
"Typha domingensis","Typha domingensis","Roselières et cariçaies submaritimes des vases saumâtres","Subtropical","Marron","Anémochore","","Hémicryptophytaie","Akène","Épi simple","Anémogame","Monoïque"
"Ulex europaeus","Ulex europaeus","Fourrés d'arbrisseaux européens pionniers, acidophiles, mésohydriques à mésoxérophiles","Atlantique(eury)","Jaune","Myrmécochore","","Nanophanérophytaie","Gousse","Racème simple","Entomogame","Hermaphrodite"
"Uraria picta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urena lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa arrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa brizantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa comata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa deflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa dictyoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa eminii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa lata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa mutica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria tortilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvariodendron occidentale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia farnesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia nilotica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia seyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia sieberiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varronia curassavica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vepris verdoorniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum thapsus","Verbascum thapsus","Friches vivaces mésoxérophiles, médio-européennes","Eurasiatique","Jaune","Épizoochore","","Hémicryptophytaie","Capsule","Épi simple","Entomogame, autogame","Hermaphrodite"
"Verbena brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbena officinalis","Verbena officinalis","Friches vivaces mésohydriques, médio-européennes","Cosmopolite","Bleu","Barochore","6-10","Hémicryptophytaie","Capsule","Épi simple","Entomogame, autogame","Hermaphrodite"
"Verbena rigida","Verbena rigida","Friches vivaces mésohydriques, médio-européennes","Introduit (amér. du sud)","","Barochore","","Hémicryptophytaie","Capsule","Épi simple","Entomogame, autogame","Hermaphrodite"
"Verbesina encelioides","Verbesina encelioides","Friches annuelles vernales à estivales, médio-européennes, des sols à texture grossière","Introduit (amér. du nord)","Jaune","Anémochore","","Thérophytaie","Akène","Capitule simple","Entomogame","Hermaphrodite"
"Vernonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia chapmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia colorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia galamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernoniastrum ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicia hirsuta","Vicia hirsuta","Annuelles commensales des moissons acidophiles, mésohydriques, sabulicoles","Eurasiatique méridional","Blanc","Barochore","4-9","Thérophytaie","Gousse","Racème simple","Entomogame, autogame","Hermaphrodite"
"Vicia sativa","Vicia sativa","Annuelles des trouées des prairies (mosaïques contigües)","Européen méridional","Rose","Barochore","","Thérophytaie","Gousse","Glomérules","Entomogame, autogame","Hermaphrodite"
"Vicoa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna subterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna unguiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna vexillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincetoxicum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitellaria paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex oxycuspis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Voacanga africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waltheria indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wissadula amplissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Withania somnifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xanthium strumarium","Xanthium strumarium","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Cosmopolite","Vert","Épizoochore","","Thérophytaie","Akène","Épi de capitules","Entomogame","Monoïque"
"Xanthosoma sagittifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xyris savanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Youngia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaleya pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zantedeschia aethiopica","Zantedeschia aethiopica","Parvoroselières médio-européennes pionnières","Introduit (afrique du sud)","Blanc","","","Hémicryptophytaie","","Spadice","Entomogame","Monoïque"
"Zanthoxylum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zea mays","Zea mays","Friches annuelles rudérales, européennes","Introduit (amér. du sud)","Vert","Endozoochore","7-10","Thérophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Zehneria capillacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria emirnensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria thwaitesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus mauritiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia glochidiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
